# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2100       2.897398654813e-11       5.519497449172e-13      -9.575437767377e-13       0.000000000000e+00       3.040765800308e-16       7.584228737692e-17       1.440225852997e-19 
 2101       2.888430165294e-11       5.511323651735e-13      -9.323228630998e-13       0.000000000000e+00       3.034853951757e-16       7.540230815333e-17       2.282826893047e-19 
 2102       2.879340003371e-11       5.504460396905e-13      -9.072930837397e-13       0.000000000000e+00       3.028956154577e-16       7.496285708759e-17       3.123572172512e-19 
 2103       2.870130362992e-11       5.498896063991e-13      -8.824616517140e-13       0.000000000000e+00       3.023072370828e-16       7.452418401275e-17       3.962745824669e-19 
 2104       2.860803447328e-11       5.494618977303e-13      -8.578358056955e-13       0.000000000000e+00       3.017202562229e-16       7.408653970292e-17       4.800633087475e-19 
 2105       2.851361468791e-11       5.491617406087e-13      -8.334228100023e-13       0.000000000000e+00       3.011346690160e-16       7.365017587443e-17       5.637520304893e-19 
 2106       2.841806649041e-11       5.489879564449e-13      -8.092299546281e-13       0.000000000000e+00       3.005504715661e-16       7.321534518689e-17       6.473694928217e-19 
 2107       2.832141218996e-11       5.489393611289e-13      -7.852645552713e-13       0.000000000000e+00       2.999676599434e-16       7.278230124431e-17       7.309445517393e-19 
 2108       2.822367418849e-11       5.490147650234e-13      -7.615339533650e-13       0.000000000000e+00       2.993862301839e-16       7.235129859625e-17       8.145061742346e-19 
 2109       2.812487498072e-11       5.492129729562e-13      -7.380455161066e-13       0.000000000000e+00       2.988061782894e-16       7.192259273888e-17       8.980834384299e-19 
 2110       2.802503715435e-11       5.495327842137e-13      -7.148066364873e-13       0.000000000000e+00       2.982275002276e-16       7.149644011616e-17       9.817055337102e-19 
 2111       2.792418339011e-11       5.499729925338e-13      -6.918247333221e-13       0.000000000000e+00       2.976501919322e-16       7.107309812088e-17       1.065401760855e-18 
 2112       2.782233646189e-11       5.505323860987e-13      -6.691072512790e-13       0.000000000000e+00       2.970742493024e-16       7.065282509582e-17       1.149201532172e-18 
 2113       2.771951923687e-11       5.512097475286e-13      -6.466616609089e-13       0.000000000000e+00       2.964996682031e-16       7.023588033487e-17       1.233134371627e-18 
 2114       2.761575467563e-11       5.520038538740e-13      -6.244954586756e-13       0.000000000000e+00       2.959264444651e-16       6.982252408410e-17       1.317229914979e-18 
 2115       2.751106583224e-11       5.529134766090e-13      -6.026161669849e-13       0.000000000000e+00       2.953545738844e-16       6.941301754291e-17       1.401517909911e-18 
 2116       2.740547585439e-11       5.539373816246e-13      -5.810313342143e-13       0.000000000000e+00       2.947840522229e-16       6.900762286515e-17       1.486028216161e-18 
 2117       2.729900798352e-11       5.550743292214e-13      -5.597485347433e-13       0.000000000000e+00       2.942148752078e-16       6.860660316019e-17       1.570790805660e-18 
 2118       2.719168555487e-11       5.563230741026e-13      -5.387753689822e-13       0.000000000000e+00       2.936470385319e-16       6.821022249407e-17       1.655835762657e-18 
 2119       2.708353199769e-11       5.576823653674e-13      -5.181194634025e-13       0.000000000000e+00       2.930805378531e-16       6.781874589062e-17       1.741193283856e-18 
 2120       2.697457083526e-11       5.591509465037e-13      -4.977884705660e-13       0.000000000000e+00       2.925153687949e-16       6.743243933252e-17       1.826893678547e-18 
 2121       2.686482568506e-11       5.607275553813e-13      -4.777900691548e-13       0.000000000000e+00       2.919515269462e-16       6.705156976248e-17       1.912967368739e-18 
 2122       2.675432025886e-11       5.624109242447e-13      -4.581319640010e-13       0.000000000000e+00       2.913890078608e-16       6.667640508432e-17       1.999444889291e-18 
 2123       2.664307836283e-11       5.641997797066e-13      -4.388218861159e-13       0.000000000000e+00       2.908278070579e-16       6.630721416407e-17       2.086356888048e-18 
 2124       2.653112389768e-11       5.660928427404e-13      -4.198675927202e-13       0.000000000000e+00       2.902679200219e-16       6.594426683113e-17       2.173734125967e-18 
 2125       2.641848085873e-11       5.680888286737e-13      -4.012768672735e-13       0.000000000000e+00       2.897093422022e-16       6.558783387933e-17       2.261607477256e-18 
 2126       2.630517369031e-11       5.701863022392e-13      -3.830564136203e-13       0.000000000000e+00       2.891520693082e-16       6.523808924786e-17       2.349997456654e-18 
 2127       2.619122835116e-11       5.723832416514e-13      -3.652085300463e-13       0.000000000000e+00       2.885960981967e-16       6.489481582555e-17       2.438882722207e-18 
 2128       2.607667125660e-11       5.746774715148e-13      -3.477344123807e-13       0.000000000000e+00       2.880414259906e-16       6.455769762314e-17       2.528231355887e-18 
 2129       2.596152892502e-11       5.770668074821e-13      -3.306352578012e-13       0.000000000000e+00       2.874880497841e-16       6.422641740809e-17       2.618011316600e-18 
 2130       2.584582797804e-11       5.795490562435e-13      -3.139122648336e-13       0.000000000000e+00       2.869359666431e-16       6.390065670312e-17       2.708190440046e-18 
 2131       2.572959514060e-11       5.821220155158e-13      -2.975666333530e-13       0.000000000000e+00       2.863851736051e-16       6.358009578471e-17       2.798736438570e-18 
 2132       2.561285724115e-11       5.847834740319e-13      -2.815995645832e-13       0.000000000000e+00       2.858356676789e-16       6.326441368159e-17       2.889616901014e-18 
 2133       2.549564121167e-11       5.875312115295e-13      -2.660122610976e-13       0.000000000000e+00       2.852874458446e-16       6.295328817333e-17       2.980799292579e-18 
 2134       2.537797408788e-11       5.903629987407e-13      -2.508059268197e-13       0.000000000000e+00       2.847405050540e-16       6.264639578880e-17       3.072250954672e-18 
 2135       2.525988300932e-11       5.932765973810e-13      -2.359817670225e-13       0.000000000000e+00       2.841948422298e-16       6.234341180468e-17       3.163939104763e-18 
 2136       2.514139521949e-11       5.962697601385e-13      -2.215409883300e-13       0.000000000000e+00       2.836504542664e-16       6.204401024403e-17       3.255830836243e-18 
 2137       2.502253806595e-11       5.993402306630e-13      -2.074847987165e-13       0.000000000000e+00       2.831073380290e-16       6.174786387477e-17       3.347893118272e-18 
 2138       2.490333900047e-11       6.024857435556e-13      -1.938144075074e-13       0.000000000000e+00       2.825654903543e-16       6.145464420819e-17       3.440092795637e-18 
 2139       2.478382557912e-11       6.057040243572e-13      -1.805310253797e-13       0.000000000000e+00       2.820249080502e-16       6.116402149751e-17       3.532396588610e-18 
 2140       2.466402546244e-11       6.089927895385e-13      -1.676358643618e-13       0.000000000000e+00       2.814855878953e-16       6.087566473635e-17       3.624771092793e-18 
 2141       2.454396641552e-11       6.123497464884e-13      -1.551301378342e-13       0.000000000000e+00       2.809475266398e-16       6.058924165728e-17       3.717182778983e-18 
 2142       2.442367630811e-11       6.157725935037e-13      -1.430150605296e-13       0.000000000000e+00       2.804107210045e-16       6.030441873031e-17       3.809597993019e-18 
 2143       2.430318311481e-11       6.192590197782e-13      -1.312918485335e-13       0.000000000000e+00       2.798751676814e-16       6.002086116144e-17       3.901982955640e-18 
 2144       2.418251491512e-11       6.228067053918e-13      -1.199617192840e-13       0.000000000000e+00       2.793408633334e-16       5.973823289115e-17       3.994303762337e-18 
 2145       2.406169989361e-11       6.264133212997e-13      -1.090258915728e-13       0.000000000000e+00       2.788078045943e-16       5.945619659295e-17       4.086526383211e-18 
 2146       2.394076634002e-11       6.300765293214e-13      -9.848558554495e-14       0.000000000000e+00       2.782759880688e-16       5.917441367184e-17       4.178616662825e-18 
 2147       2.381974264937e-11       6.337939821306e-13      -8.834202269938e-14       0.000000000000e+00       2.777454103322e-16       5.889254426290e-17       4.270540320058e-18 
 2148       2.369865732213e-11       6.375633232433e-13      -7.859642588923e-14       0.000000000000e+00       2.772160679308e-16       5.861024722974e-17       4.362262947960e-18 
 2149       2.357753896429e-11       6.413821870081e-13      -6.925001932215e-14       0.000000000000e+00       2.766879573816e-16       5.832718016308e-17       4.453750013609e-18 
 2150       2.345641628751e-11       6.452481985945e-13      -6.030402856059e-14       0.000000000000e+00       2.761610751723e-16       5.804299937922e-17       4.544966857961e-18 
 2151       2.333531810923e-11       6.491589739826e-13      -5.175968052212e-14       0.000000000000e+00       2.756354177612e-16       5.775735991857e-17       4.635878695708e-18 
 2152       2.321427335280e-11       6.531121199521e-13      -4.361820347977e-14       0.000000000000e+00       2.751109815771e-16       5.746991554418e-17       4.726450615131e-18 
 2153       2.309331104762e-11       6.571052340716e-13      -3.588082706232e-14       0.000000000000e+00       2.745877630196e-16       5.718031874025e-17       4.816647577953e-18 
 2154       2.297246032921e-11       6.611359046875e-13      -2.854878225461e-14       0.000000000000e+00       2.740657584587e-16       5.688822071065e-17       4.906434419198e-18 
 2155       2.285175043940e-11       6.652017109138e-13      -2.162330139789e-14       0.000000000000e+00       2.735449642347e-16       5.659327137742e-17       4.995775847040e-18 
 2156       2.273121072638e-11       6.693002226205e-13      -1.510561819010e-14       0.000000000000e+00       2.730253766588e-16       5.629511937932e-17       5.084636442661e-18 
 2157       2.261087064489e-11       6.734290004234e-13      -8.996967686191e-15       0.000000000000e+00       2.725069920121e-16       5.599341207031e-17       5.172980660105e-18 
 2158       2.249075975630e-11       6.775855956731e-13      -3.298586298453e-15       0.000000000000e+00       2.719898065463e-16       5.568779551812e-17       5.260772826132e-18 
 2159       2.237090772875e-11       6.817675504439e-13       1.988288203176e-15       0.000000000000e+00       2.714738164835e-16       5.537791450270e-17       5.347977140070e-18 
 2160       2.225134433725e-11       6.859723975236e-13       6.862416690798e-15       0.000000000000e+00       2.709590180159e-16       5.506341251480e-17       5.434557673675e-18 
 2161       2.213209946384e-11       6.901976604021e-13       1.132255867824e-14       0.000000000000e+00       2.704454073059e-16       5.474393175444e-17       5.520478370980e-18 
 2162       2.201320309768e-11       6.944408532609e-13       1.536747232073e-14       0.000000000000e+00       2.699329804862e-16       5.441911312946e-17       5.605703048153e-18 
 2163       2.189468533518e-11       6.986994809622e-13       1.899591441461e-14       0.000000000000e+00       2.694217336598e-16       5.408859625403e-17       5.690195393351e-18 
 2164       2.177657638013e-11       7.029710390382e-13       2.220664039697e-14       0.000000000000e+00       2.689116628993e-16       5.375201944714e-17       5.773918966570e-18 
 2165       2.165890436833e-11       7.072531122626e-13       2.499929934555e-14       0.000000000000e+00       2.684027645341e-16       5.340911935102e-17       5.856836609585e-18 
 2166       2.154168882510e-11       7.115436711170e-13       2.737712559320e-14       0.000000000000e+00       2.678950360094e-16       5.306003052537e-17       5.938908671664e-18 
 2167       2.142494716378e-11       7.158407773076e-13       2.934426531243e-14       0.000000000000e+00       2.673884750327e-16       5.270498787589e-17       6.020094771565e-18 
 2168       2.130869685725e-11       7.201424853564e-13       3.090488319033e-14       0.000000000000e+00       2.668830792877e-16       5.234422721945e-17       6.100354386206e-18 
 2169       2.119295543803e-11       7.244468425932e-13       3.206316245108e-14       0.000000000000e+00       2.663788464342e-16       5.197798528508e-17       6.179646850502e-18 
 2170       2.107774049831e-11       7.287518891468e-13       3.282330487861e-14       0.000000000000e+00       2.658757741084e-16       5.160649971515e-17       6.257931357211e-18 
 2171       2.096306969003e-11       7.330556579371e-13       3.318953083914e-14       0.000000000000e+00       2.653738599226e-16       5.123000906632e-17       6.335166956765e-18 
 2172       2.084896072497e-11       7.373561746670e-13       3.316607930380e-14       0.000000000000e+00       2.648731014652e-16       5.084875281069e-17       6.411312557117e-18 
 2173       2.073543137479e-11       7.416514578132e-13       3.275720787117e-14       0.000000000000e+00       2.643734963009e-16       5.046297133685e-17       6.486326923575e-18 
 2174       2.062249947110e-11       7.459395186191e-13       3.196719278995e-14       0.000000000000e+00       2.638750419702e-16       5.007290595090e-17       6.560168678645e-18 
 2175       2.051018290552e-11       7.502183610857e-13       3.080032898145e-14       0.000000000000e+00       2.633777359900e-16       4.967879887759e-17       6.632796301868e-18 
 2176       2.039849962978e-11       7.544859819634e-13       2.926093006225e-14       0.000000000000e+00       2.628815758528e-16       4.928089326132e-17       6.704168129659e-18 
 2177       2.028746765574e-11       7.587403707442e-13       2.735332836676e-14       0.000000000000e+00       2.623865590274e-16       4.887943316725e-17       6.774242355150e-18 
 2178       2.017710505550e-11       7.629795096528e-13       2.508187496983e-14       0.000000000000e+00       2.618926829584e-16       4.847466358235e-17       6.842977028024e-18 
 2179       2.006742996144e-11       7.672013736387e-13       2.245093970928e-14       0.000000000000e+00       2.613999450665e-16       4.806683041647e-17       6.910330054360e-18 
 2180       1.995846056628e-11       7.714039303677e-13       1.946491120856e-14       0.000000000000e+00       2.609083427479e-16       4.765618050341e-17       6.976259196467e-18 
 2181       1.985021512318e-11       7.755851402138e-13       1.612819689930e-14       0.000000000000e+00       2.604178733750e-16       4.724296160198e-17       7.040722072729e-18 
 2182       1.974271194577e-11       7.797429562508e-13       1.244522304389e-14       0.000000000000e+00       2.599285342958e-16       4.682742239707e-17       7.103676157437e-18 
 2183       1.963596940824e-11       7.838753242441e-13       8.420434758090e-15       0.000000000000e+00       2.594403228342e-16       4.640981250072e-17       7.165078780637e-18 
 2184       1.953000594541e-11       7.879801826421e-13       4.058296033619e-15       0.000000000000e+00       2.589532362897e-16       4.599038245317e-17       7.224887127963e-18 
 2185       1.942484005277e-11       7.920554625683e-13      -6.367102392794e-16       0.000000000000e+00       2.584672719376e-16       4.556938372397e-17       7.283058240478e-18 
 2186       1.932049028657e-11       7.960990878130e-13      -5.660082249234e-15       0.000000000000e+00       2.579824270288e-16       4.514706871299e-17       7.339549014515e-18 
 2187       1.921697526388e-11       8.001089748247e-13      -1.100729924116e-14       0.000000000000e+00       2.574986987899e-16       4.472369075153e-17       7.394316201514e-18 
 2188       1.911431366265e-11       8.040830327020e-13      -1.667382149367e-14       0.000000000000e+00       2.570160844231e-16       4.429950410337e-17       7.447316407862e-18 
 2189       1.901252422179e-11       8.080191631853e-13      -2.265509029649e-14       0.000000000000e+00       2.565345811061e-16       4.387476396582e-17       7.498506094735e-18 
 2190       1.891162574122e-11       8.119152606486e-13      -2.894652792786e-14       0.000000000000e+00       2.560541859921e-16       4.344972647083e-17       7.547841577934e-18 
 2191       1.881163708197e-11       8.157692120909e-13      -3.554353763198e-14       0.000000000000e+00       2.555748962099e-16       4.302464868603e-17       7.595279027724e-18 
 2192       1.871257716619e-11       8.195788971284e-13      -4.244150359637e-14       0.000000000000e+00       2.550967088637e-16       4.259978861577e-17       7.640774468678e-18 
 2193       1.861446497726e-11       8.233421879858e-13      -4.963579092932e-14       0.000000000000e+00       2.546196210331e-16       4.217540520226e-17       7.684283779511e-18 
 2194       1.851731955987e-11       8.270569494882e-13      -5.712174563730e-14       0.000000000000e+00       2.541436297732e-16       4.175175832655e-17       7.725762692923e-18 
 2195       1.842116002002e-11       8.307210390526e-13      -6.489469460234e-14       0.000000000000e+00       2.536687321143e-16       4.132910880966e-17       7.765166795436e-18 
 2196       1.832600552517e-11       8.343323066800e-13      -7.294994555951e-14       0.000000000000e+00       2.531949250622e-16       4.090771841364e-17       7.802451527234e-18 
 2197       1.823187530424e-11       8.378885949469e-13      -8.128278707424e-14       0.000000000000e+00       2.527222055977e-16       4.048784984259e-17       7.837572182004e-18 
 2198       1.813878864770e-11       8.413877389967e-13      -8.988848851980e-14       0.000000000000e+00       2.522505706772e-16       4.006976674379e-17       7.870483906774e-18 
 2199       1.804676490765e-11       8.448275665320e-13      -9.876230005470e-14       0.000000000000e+00       2.517800172321e-16       3.965373370872e-17       7.901141701752e-18 
 2200       1.795582349788e-11       8.482058978059e-13      -1.078994526001e-13       0.000000000000e+00       2.513105421691e-16       3.924001627414e-17       7.929500420165e-18 
 2201       1.786598389392e-11       8.515205456139e-13      -1.172951578172e-13       0.000000000000e+00       2.508421423698e-16       3.882888092318e-17       7.955514768100e-18 
 2202       1.777726563313e-11       8.547693152855e-13      -1.269446080846e-13       0.000000000000e+00       2.503748146913e-16       3.842059508636e-17       7.979139304344e-18 
 2203       1.768968831474e-11       8.579500046759e-13      -1.368429764759e-13       0.000000000000e+00       2.499085559654e-16       3.801542714272e-17       8.000328440219e-18 
 2204       1.760326848660e-11       8.610606532152e-13      -1.469851750851e-13       0.000000000000e+00       2.494433631240e-16       3.761360116755e-17       8.019052475618e-18 
 2205       1.751801028262e-11       8.641002908799e-13      -1.573651282940e-13       0.000000000000e+00       2.489792335746e-16       3.721516084519e-17       8.035345823830e-18 
 2206       1.743391472326e-11       8.670681941797e-13      -1.679764946325e-13       0.000000000000e+00       2.485161648266e-16       3.682010465448e-17       8.049259106715e-18 
 2207       1.735098282320e-11       8.699636375495e-13      -1.788129079641e-13       0.000000000000e+00       2.480541543675e-16       3.642843103987e-17       8.060843147825e-18 
 2208       1.726921559138e-11       8.727858933476e-13      -1.898679774569e-13       0.000000000000e+00       2.475931996621e-16       3.604013841142e-17       8.070148972642e-18 
 2209       1.718861403095e-11       8.755342318531e-13      -2.011352875554e-13       0.000000000000e+00       2.471332981530e-16       3.565522514471e-17       8.077227808818e-18 
 2210       1.710917913927e-11       8.782079212642e-13      -2.126083979516e-13       0.000000000000e+00       2.466744472602e-16       3.527368958082e-17       8.082131086402e-18 
 2211       1.703091190788e-11       8.808062276956e-13      -2.242808435566e-13       0.000000000000e+00       2.462166443815e-16       3.489553002623e-17       8.084910438082e-18 
 2212       1.695381332253e-11       8.833284151771e-13      -2.361461344724e-13       0.000000000000e+00       2.457598868920e-16       3.452074475284e-17       8.085617699418e-18 
 2213       1.687788436315e-11       8.857737456505e-13      -2.481977559626e-13       0.000000000000e+00       2.453041721443e-16       3.414933199786e-17       8.084304909075e-18 
 2214       1.680312600382e-11       8.881414789683e-13      -2.604291684244e-13       0.000000000000e+00       2.448494974685e-16       3.378128996378e-17       8.081024309063e-18 
 2215       1.672953921278e-11       8.904308728910e-13      -2.728338073600e-13       0.000000000000e+00       2.443958601721e-16       3.341661681833e-17       8.075828344969e-18 
 2216       1.665712495244e-11       8.926411830853e-13      -2.854050833478e-13       0.000000000000e+00       2.439432575398e-16       3.305531069441e-17       8.068769666193e-18 
 2217       1.658588417933e-11       8.947716631218e-13      -2.981363820142e-13       0.000000000000e+00       2.434916868341e-16       3.269736969007e-17       8.059901126185e-18 
 2218       1.651581784409e-11       8.968215644728e-13      -3.110210640046e-13       0.000000000000e+00       2.430411452943e-16       3.234279186842e-17       8.049275782676e-18 
 2219       1.644692689151e-11       8.987901365105e-13      -3.240524649551e-13       0.000000000000e+00       2.425916301372e-16       3.199157525760e-17       8.036946897919e-18 
 2220       1.637921226047e-11       9.006766265044e-13      -3.372238954642e-13       0.000000000000e+00       2.421431385571e-16       3.164371785073e-17       8.022967938921e-18 
 2221       1.631267488395e-11       9.024802796195e-13      -3.505286410635e-13       0.000000000000e+00       2.416956677251e-16       3.129921760586e-17       8.007392577678e-18 
 2222       1.624731568900e-11       9.042003389140e-13      -3.639599621902e-13       0.000000000000e+00       2.412492147897e-16       3.095807244591e-17       7.990274691412e-18 
 2223       1.618313559677e-11       9.058360453371e-13      -3.775110941574e-13       0.000000000000e+00       2.408037768766e-16       3.062028025864e-17       7.971668362805e-18 
 2224       1.612013552246e-11       9.073866377272e-13      -3.911752471265e-13       0.000000000000e+00       2.403593510886e-16       3.028583889658e-17       7.951627880236e-18 
 2225       1.605831637533e-11       9.088513528094e-13      -4.049456060781e-13       0.000000000000e+00       2.399159345055e-16       2.995474617697e-17       7.930207738014e-18 
 2226       1.599767905867e-11       9.102294251934e-13      -4.188153307836e-13       0.000000000000e+00       2.394735241843e-16       2.962699988174e-17       7.907462636615e-18 
 2227       1.593822446984e-11       9.115200873716e-13      -4.327775557765e-13       0.000000000000e+00       2.390321171589e-16       2.930259775744e-17       7.883447482917e-18 
 2228       1.587995350018e-11       9.127225697167e-13      -4.468253903244e-13       0.000000000000e+00       2.385917104403e-16       2.898153751520e-17       7.858217390435e-18 
 2229       1.582286703508e-11       9.138361004797e-13      -4.609519183996e-13       0.000000000000e+00       2.381523010164e-16       2.866381683066e-17       7.831827679558e-18 
 2230       1.576696595391e-11       9.148599057878e-13      -4.751501986512e-13       0.000000000000e+00       2.377138858522e-16       2.834943334394e-17       7.804333877780e-18 
 2231       1.571225113005e-11       9.157932096422e-13      -4.894132643763e-13       0.000000000000e+00       2.372764618894e-16       2.803838465958e-17       7.775791719941e-18 
 2232       1.565872343085e-11       9.166352339158e-13      -5.037341234914e-13       0.000000000000e+00       2.368400260468e-16       2.773066834649e-17       7.746257148458e-18 
 2233       1.560638371763e-11       9.173851983514e-13      -5.181057585040e-13       0.000000000000e+00       2.364045752197e-16       2.742628193791e-17       7.715786313563e-18 
 2234       1.555523284570e-11       9.180423205592e-13      -5.325211264838e-13       0.000000000000e+00       2.359701062806e-16       2.712522293134e-17       7.684435573537e-18 
 2235       1.550527166429e-11       9.186058160150e-13      -5.469731590345e-13       0.000000000000e+00       2.355366160785e-16       2.682748878849e-17       7.652261494943e-18 
 2236       1.545650101658e-11       9.190748980577e-13      -5.614547622650e-13       0.000000000000e+00       2.351041014393e-16       2.653307693526e-17       7.619320852869e-18 
 2237       1.540892173970e-11       9.194487778877e-13      -5.759588167608e-13       0.000000000000e+00       2.346725591656e-16       2.624198476167e-17       7.585670631153e-18 
 2238       1.536253466468e-11       9.197266645641e-13      -5.904781775556e-13       0.000000000000e+00       2.342419860367e-16       2.595420962177e-17       7.551368022626e-18 
 2239       1.531734061646e-11       9.199077650029e-13      -6.050056741027e-13       0.000000000000e+00       2.338123788085e-16       2.566974883368e-17       7.516470429347e-18 
 2240       1.527334041391e-11       9.199912839751e-13      -6.195341102465e-13       0.000000000000e+00       2.333837342135e-16       2.538859967944e-17       7.481035462831e-18 
 2241       1.523053486975e-11       9.199764241040e-13      -6.340562641936e-13       0.000000000000e+00       2.329560489608e-16       2.511075940504e-17       7.445120944295e-18 
 2242       1.518892479062e-11       9.198623858637e-13      -6.485648884849e-13       0.000000000000e+00       2.325293197362e-16       2.483622522032e-17       7.408784904884e-18 
 2243       1.514850872854e-11       9.196486119999e-13      -6.630531207654e-13       0.000000000000e+00       2.321035434055e-16       2.456498773252e-17       7.372081494846e-18 
 2244       1.510927621959e-11       9.193355225431e-13      -6.775157190838e-13       0.000000000000e+00       2.316787176260e-16       2.429701120015e-17       7.335048681386e-18 
 2245       1.507121450109e-11       9.189237845888e-13      -6.919478345989e-13       0.000000000000e+00       2.312548402393e-16       2.403225315013e-17       7.297720470982e-18 
 2246       1.503431075603e-11       9.184140683132e-13      -7.063446014940e-13       0.000000000000e+00       2.308319090676e-16       2.377067093231e-17       7.260130993303e-18 
 2247       1.499855211297e-11       9.178070469769e-13      -7.207011369582e-13       0.000000000000e+00       2.304099219140e-16       2.351222171927e-17       7.222314501342e-18 
 2248       1.496392564598e-11       9.171033969287e-13      -7.350125411674e-13       0.000000000000e+00       2.299888765622e-16       2.325686250607e-17       7.184305371558e-18 
 2249       1.493041837461e-11       9.163037976089e-13      -7.492738972657e-13       0.000000000000e+00       2.295687707767e-16       2.300455011008e-17       7.146138104008e-18 
 2250       1.489801726380e-11       9.154089315536e-13      -7.634802713469e-13       0.000000000000e+00       2.291496023028e-16       2.275524117079e-17       7.107847322493e-18 
 2251       1.486670922379e-11       9.144194843978e-13      -7.776267124351e-13       0.000000000000e+00       2.287313688662e-16       2.250889214956e-17       7.069467774687e-18 
 2252       1.483648111011e-11       9.133361448796e-13      -7.917082524666e-13       0.000000000000e+00       2.283140681734e-16       2.226545932941e-17       7.031034332281e-18 
 2253       1.480731972348e-11       9.121596048434e-13      -8.057199062707e-13       0.000000000000e+00       2.278976979115e-16       2.202489881488e-17       6.992581991120e-18 
 2254       1.477921180978e-11       9.108905592439e-13      -8.196566715511e-13       0.000000000000e+00       2.274822557483e-16       2.178716653173e-17       6.954145871337e-18 
 2255       1.475214405991e-11       9.095297061498e-13      -8.335135288671e-13       0.000000000000e+00       2.270677393318e-16       2.155221822681e-17       6.915761217495e-18 
 2256       1.472610310984e-11       9.080777467472e-13      -8.472854416150e-13       0.000000000000e+00       2.266541462910e-16       2.132000946781e-17       6.877463398722e-18 
 2257       1.470107554045e-11       9.065353853437e-13      -8.609673560091e-13       0.000000000000e+00       2.262414742350e-16       2.109049564307e-17       6.839287908852e-18 
 2258       1.467704787749e-11       9.049033293718e-13      -8.745542010631e-13       0.000000000000e+00       2.258297207536e-16       2.086363196137e-17       6.801270366558e-18 
 2259       1.465400659157e-11       9.031822893926e-13      -8.880408885712e-13       0.000000000000e+00       2.254188834170e-16       2.063937345171e-17       6.763446515495e-18 
 2260       1.463193809801e-11       9.013729790996e-13      -9.014223130895e-13       0.000000000000e+00       2.250089597758e-16       2.041767496313e-17       6.725852224435e-18 
 2261       1.461082875685e-11       8.994761153224e-13      -9.146933519172e-13       0.000000000000e+00       2.245999473610e-16       2.019849116447e-17       6.688523487403e-18 
 2262       1.459066487274e-11       8.974924180303e-13      -9.278488650776e-13       0.000000000000e+00       2.241918436840e-16       1.998177654419e-17       6.651496423820e-18 
 2263       1.457143269488e-11       8.954226103358e-13      -9.408836952998e-13       0.000000000000e+00       2.237846462365e-16       1.976748541015e-17       6.614807278636e-18 
 2264       1.455311841701e-11       8.932674184989e-13      -9.537926679996e-13       0.000000000000e+00       2.233783524907e-16       1.955557188941e-17       6.578492422469e-18 
 2265       1.453570817725e-11       8.910275719302e-13      -9.665705912606e-13       0.000000000000e+00       2.229729598987e-16       1.934598992801e-17       6.542588351745e-18 
 2266       1.451918805813e-11       8.887038031947e-13      -9.792122558160e-13       0.000000000000e+00       2.225684658932e-16       1.913869329078e-17       6.507131688833e-18 
 2267       1.450354408647e-11       8.862968480156e-13      -9.917124350293e-13       0.000000000000e+00       2.221648678871e-16       1.893363556111e-17       6.472159182185e-18 
 2268       1.448876223334e-11       8.838074452782e-13      -1.004065884876e-12       0.000000000000e+00       2.217621632734e-16       1.873077014078e-17       6.437707706470e-18 
 2269       1.447482841397e-11       8.812363370330e-13      -1.016267343924e-12       0.000000000000e+00       2.213603494253e-16       1.853005024971e-17       6.403814262719e-18 
 2270       1.446172848773e-11       8.785842685000e-13      -1.028311533315e-12       0.000000000000e+00       2.209594236962e-16       1.833142892577e-17       6.370515978455e-18 
 2271       1.444944825803e-11       8.758519880719e-13      -1.040193156749e-12       0.000000000000e+00       2.205593834197e-16       1.813485902461e-17       6.337850107834e-18 
 2272       1.443797347226e-11       8.730402473184e-13      -1.051906900459e-12       0.000000000000e+00       2.201602259093e-16       1.794029321937e-17       6.305854031784e-18 
 2273       1.442728982174e-11       8.701498009890e-13      -1.063447433198e-12       0.000000000000e+00       2.197619484588e-16       1.774768400056e-17       6.274565258143e-18 
 2274       1.441738294164e-11       8.671814070176e-13      -1.074809406218e-12       0.000000000000e+00       2.193645483418e-16       1.755698367580e-17       6.244021421793e-18 
 2275       1.440823841094e-11       8.641358265255e-13      -1.085987453250e-12       0.000000000000e+00       2.189680228123e-16       1.736814436961e-17       6.214260284802e-18 
 2276       1.439984175235e-11       8.610138238257e-13      -1.096976190489e-12       0.000000000000e+00       2.185723691039e-16       1.718111802326e-17       6.185319736559e-18 
 2277       1.439217843223e-11       8.578161664258e-13      -1.107770216571e-12       0.000000000000e+00       2.181775844304e-16       1.699585639449e-17       6.157237793914e-18 
 2278       1.438523386055e-11       8.545436250326e-13      -1.118364112558e-12       0.000000000000e+00       2.177836659855e-16       1.681231105735e-17       6.130052601313e-18 
 2279       1.437899339085e-11       8.511969735550e-13      -1.128752441914e-12       0.000000000000e+00       2.173906109427e-16       1.663043340196e-17       6.103802430939e-18 
