# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2280       1.437344232009e-11       8.477769891083e-13      -1.138929750494e-12       0.000000000000e+00       2.169984164557e-16       1.645017463436e-17       6.078525682849e-18 
 2281       1.436856588869e-11       8.442844520173e-13      -1.148890566517e-12       0.000000000000e+00       2.166070796577e-16       1.627148577623e-17       6.054260885109e-18 
 2282       1.436434890126e-11       8.407202584035e-13      -1.158630135855e-12       0.000000000000e+00       2.162165979020e-16       1.609433659435e-17       6.031029475775e-18 
 2283       1.436077458654e-11       8.370857587264e-13      -1.168146633077e-12       0.000000000000e+00       2.158269694834e-16       1.591877252191e-17       6.008784027832e-18 
 2284       1.435782573002e-11       8.333824214211e-13      -1.177438964548e-12       0.000000000000e+00       2.154381929212e-16       1.574485810196e-17       5.987459692361e-18 
 2285       1.435548505238e-11       8.296117205192e-13      -1.186506034417e-12       0.000000000000e+00       2.150502667196e-16       1.557265809119e-17       5.966991386281e-18 
 2286       1.435373520939e-11       8.257751356547e-13      -1.195346744615e-12       0.000000000000e+00       2.146631893675e-16       1.540223746013e-17       5.947313792089e-18 
 2287       1.435255879185e-11       8.218741520706e-13      -1.203959994852e-12       0.000000000000e+00       2.142769593385e-16       1.523366139339e-17       5.928361357601e-18 
 2288       1.435193832548e-11       8.179102606248e-13      -1.212344682616e-12       0.000000000000e+00       2.138915750910e-16       1.506699528989e-17       5.910068295697e-18 
 2289       1.435185627094e-11       8.138849577968e-13      -1.220499703169e-12       0.000000000000e+00       2.135070350683e-16       1.490230476312e-17       5.892368584053e-18 
 2290       1.435229502363e-11       8.097997456937e-13      -1.228423949548e-12       0.000000000000e+00       2.131233376982e-16       1.473965564130e-17       5.875195964894e-18 
 2291       1.435323691374e-11       8.056561320567e-13      -1.236116312563e-12       0.000000000000e+00       2.127404813933e-16       1.457911396767e-17       5.858483944727e-18 
 2292       1.435466420607e-11       8.014556302672e-13      -1.243575680792e-12       0.000000000000e+00       2.123584645507e-16       1.442074600070e-17       5.842165794084e-18 
 2293       1.435655910006e-11       7.971997593529e-13      -1.250800940584e-12       0.000000000000e+00       2.119772855524e-16       1.426461821431e-17       5.826174547263e-18 
 2294       1.435890372963e-11       7.928900439948e-13      -1.257790976052e-12       0.000000000000e+00       2.115969427649e-16       1.411079729811e-17       5.810443002074e-18 
 2295       1.436168016315e-11       7.885280145326e-13      -1.264544669075e-12       0.000000000000e+00       2.112174345392e-16       1.395935015762e-17       5.794903719572e-18 
 2296       1.436487040338e-11       7.841152069716e-13      -1.271060899296e-12       0.000000000000e+00       2.108387592110e-16       1.381034391451e-17       5.779489023803e-18 
 2297       1.436845638734e-11       7.796531629886e-13      -1.277338544117e-12       0.000000000000e+00       2.104609151006e-16       1.366384590681e-17       5.764131001548e-18 
 2298       1.437241998632e-11       7.751434299384e-13      -1.283376478700e-12       0.000000000000e+00       2.100839005127e-16       1.351992368916e-17       5.748761502056e-18 
 2299       1.437674300573e-11       7.705875608602e-13      -1.289173575966e-12       0.000000000000e+00       2.097077137367e-16       1.337864503304e-17       5.733312136793e-18 
 2300       1.438140718507e-11       7.659871144835e-13      -1.294728706590e-12       0.000000000000e+00       2.093323530464e-16       1.324007792697e-17       5.717714279180e-18 
 2301       1.438639419786e-11       7.613436552347e-13      -1.300040739000e-12       0.000000000000e+00       2.089578166999e-16       1.310429057676e-17       5.701899064333e-18 
 2302       1.439168565153e-11       7.566587532432e-13      -1.305108539379e-12       0.000000000000e+00       2.085841029401e-16       1.297135140576e-17       5.685797388807e-18 
 2303       1.439726308741e-11       7.519339843479e-13      -1.309930971657e-12       0.000000000000e+00       2.082112099941e-16       1.284132905504e-17       5.669339910335e-18 
 2304       1.440310798058e-11       7.471709301030e-13      -1.314506897513e-12       0.000000000000e+00       2.078391360735e-16       1.271429238365e-17       5.652457047571e-18 
 2305       1.440920173985e-11       7.423711777851e-13      -1.318835176375e-12       0.000000000000e+00       2.074678793742e-16       1.259031046886e-17       5.635078979828e-18 
 2306       1.441552570770e-11       7.375363203987e-13      -1.322914665413e-12       0.000000000000e+00       2.070974380767e-16       1.246945260635e-17       5.617135646824e-18 
 2307       1.442206116014e-11       7.326679566828e-13      -1.326744219540e-12       0.000000000000e+00       2.067278103455e-16       1.235178831047e-17       5.598556748419e-18 
 2308       1.442878930671e-11       7.277676911172e-13      -1.330322691412e-12       0.000000000000e+00       2.063589943296e-16       1.223738731448e-17       5.579271744358e-18 
 2309       1.443569129038e-11       7.228371339288e-13      -1.333648931422e-12       0.000000000000e+00       2.059909881625e-16       1.212631957072e-17       5.559209854012e-18 
 2310       1.444274818744e-11       7.178779010977e-13      -1.336721787702e-12       0.000000000000e+00       2.056237899618e-16       1.201865525090e-17       5.538300056120e-18 
 2311       1.444994100749e-11       7.128916143637e-13      -1.339540106118e-12       0.000000000000e+00       2.052573978292e-16       1.191446474633e-17       5.516471088529e-18 
 2312       1.445725069334e-11       7.078799012326e-13      -1.342102730272e-12       0.000000000000e+00       2.048918098509e-16       1.181381866807e-17       5.493651447935e-18 
 2313       1.446465812093e-11       7.028443949821e-13      -1.344408501495e-12       0.000000000000e+00       2.045270240973e-16       1.171678784728e-17       5.469769389626e-18 
 2314       1.447214409925e-11       6.977867346687e-13      -1.346456258851e-12       0.000000000000e+00       2.041630386230e-16       1.162344333532e-17       5.444752927221e-18 
 2315       1.447968937031e-11       6.927085651332e-13      -1.348244839130e-12       0.000000000000e+00       2.037998514665e-16       1.153385640410e-17       5.418529832411e-18 
 2316       1.448727460901e-11       6.876115370078e-13      -1.349773076849e-12       0.000000000000e+00       2.034374606509e-16       1.144809854621e-17       5.391027634705e-18 
 2317       1.449488042312e-11       6.824973067219e-13      -1.351039804252e-12       0.000000000000e+00       2.030758641831e-16       1.136624147521e-17       5.362173621165e-18 
 2318       1.450248735316e-11       6.773675365083e-13      -1.352043851301e-12       0.000000000000e+00       2.027150600543e-16       1.128835712583e-17       5.331894836150e-18 
 2319       1.451007587236e-11       6.722238944100e-13      -1.352784045684e-12       0.000000000000e+00       2.023550462397e-16       1.121451765423e-17       5.300118081057e-18 
 2320       1.451762638660e-11       6.670680542858e-13      -1.353259212805e-12       0.000000000000e+00       2.019958206986e-16       1.114479543817e-17       5.266769914063e-18 
 2321       1.452512056172e-11       6.619016430505e-13      -1.353468792235e-12       0.000000000000e+00       2.016373814259e-16       1.107924246134e-17       5.231793666999e-18 
 2322       1.453254531492e-11       6.567260820175e-13      -1.353414691301e-12       0.000000000000e+00       2.012797266068e-16       1.101782832355e-17       5.195200613796e-18 
 2323       1.453988884843e-11       6.515427445679e-13      -1.353099443187e-12       0.000000000000e+00       2.009228544631e-16       1.096050183994e-17       5.157019124296e-18 
 2324       1.454713932431e-11       6.463530088309e-13      -1.352525591556e-12       0.000000000000e+00       2.005667632013e-16       1.090721162118e-17       5.117277676537e-18 
 2325       1.455428486440e-11       6.411582576893e-13      -1.351695690562e-12       0.000000000000e+00       2.002114510135e-16       1.085790607331e-17       5.076004856883e-18 
 2326       1.456131355030e-11       6.359598787846e-13      -1.350612304862e-12       0.000000000000e+00       1.998569160763e-16       1.081253339742e-17       5.033229360138e-18 
 2327       1.456821342329e-11       6.307592645219e-13      -1.349278009630e-12       0.000000000000e+00       1.995031565515e-16       1.077104158951e-17       4.988979989666e-18 
 2328       1.457497248434e-11       6.255578120750e-13      -1.347695390565e-12       0.000000000000e+00       1.991501705860e-16       1.073337844020e-17       4.943285657515e-18 
 2329       1.458157869400e-11       6.203569233918e-13      -1.345867043907e-12       0.000000000000e+00       1.987979563114e-16       1.069949153449e-17       4.896175384535e-18 
 2330       1.458801997243e-11       6.151580051990e-13      -1.343795576446e-12       0.000000000000e+00       1.984465118445e-16       1.066932825160e-17       4.847678300497e-18 
 2331       1.459428419929e-11       6.099624690077e-13      -1.341483605537e-12       0.000000000000e+00       1.980958352869e-16       1.064283576466e-17       4.797823644214e-18 
 2332       1.460035921374e-11       6.047717311181e-13      -1.338933759108e-12       0.000000000000e+00       1.977459247250e-16       1.061996104054e-17       4.746640763663e-18 
 2333       1.460623281438e-11       5.995872126245e-13      -1.336148675673e-12       0.000000000000e+00       1.973967782303e-16       1.060065083958e-17       4.694159116102e-18 
 2334       1.461189275923e-11       5.944103394210e-13      -1.333131004347e-12       0.000000000000e+00       1.970483938588e-16       1.058485171539e-17       4.640408268191e-18 
 2335       1.461732676563e-11       5.892425422061e-13      -1.329883404853e-12       0.000000000000e+00       1.967007696518e-16       1.057251001459e-17       4.585417896114e-18 
 2336       1.462252251026e-11       5.840852564880e-13      -1.326408547540e-12       0.000000000000e+00       1.963539036351e-16       1.056357187660e-17       4.529217785696e-18 
 2337       1.462746762908e-11       5.789399225895e-13      -1.322709113389e-12       0.000000000000e+00       1.960077938193e-16       1.055798323341e-17       4.471837832528e-18 
 2338       1.463214971725e-11       5.738079856535e-13      -1.318787794026e-12       0.000000000000e+00       1.956624382000e-16       1.055568980934e-17       4.413308042080e-18 
 2339       1.463655632915e-11       5.686908956477e-13      -1.314647291739e-12       0.000000000000e+00       1.953178347573e-16       1.055663712082e-17       4.353658529827e-18 
 2340       1.464067497827e-11       5.635901073700e-13      -1.310290319482e-12       0.000000000000e+00       1.949739814562e-16       1.056077047615e-17       4.292919521367e-18 
 2341       1.464449313722e-11       5.585070804534e-13      -1.305719600894e-12       0.000000000000e+00       1.946308762464e-16       1.056803497527e-17       4.231121352541e-18 
 2342       1.464799823766e-11       5.534432793713e-13      -1.300937870306e-12       0.000000000000e+00       1.942885170622e-16       1.057837550955e-17       4.168294469554e-18 
 2343       1.465117767026e-11       5.484001734424e-13      -1.295947872757e-12       0.000000000000e+00       1.939469018228e-16       1.059173676153e-17       4.104469429094e-18 
 2344       1.465401878466e-11       5.433792368359e-13      -1.290752364002e-12       0.000000000000e+00       1.936060284317e-16       1.060806320471e-17       4.039676898452e-18 
 2345       1.465650888945e-11       5.383819485768e-13      -1.285354110525e-12       0.000000000000e+00       1.932658947773e-16       1.062729910331e-17       3.973947655643e-18 
 2346       1.465863525207e-11       5.334097925506e-13      -1.279755889553e-12       0.000000000000e+00       1.929264987326e-16       1.064938851205e-17       3.907312589526e-18 
 2347       1.466038509881e-11       5.284642575087e-13      -1.273960489065e-12       0.000000000000e+00       1.925878381552e-16       1.067427527591e-17       3.839802699924e-18 
